date,season,Region,PM,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2015-02-04T22:00:00Z,Winter,US_Post,5,-15,29,1034,1,NW,252.59,0,0
2015-02-04T23:00:00Z,Winter,US_Post,5,-15,29,1034,1,NW,259.74,0,0
2015-02-05T00:00:00Z,Winter,US_Post,4,-13,36,1035,0,NW,264.66,0,0
2015-02-05T01:00:00Z,Winter,US_Post,7,-13,36,1035,0,NW,271.81,0,0
2015-02-05T02:00:00Z,Winter,US_Post,8,-14,33,1035,0,NW,277.62,0,0
2015-02-05T03:00:00Z,Winter,US_Post,6,-13,36,1034,0,NW,283.43,0,0
2015-02-05T04:00:00Z,Winter,US_Post,7,-14,36,1034,-1,NW,289.24,0,0
2015-02-05T05:00:00Z,Winter,US_Post,10,-14,36,1034,-1,NW,294.16,0,0
2015-02-05T06:00:00Z,Winter,US_Post,11,-14,42,1034,-3,cv,0.89,0,0
2015-02-05T07:00:00Z,Winter,US_Post,17,-14,53,1034,-6,NE,1.79,0,0
2015-02-05T08:00:00Z,Winter,US_Post,17,-13,39,1035,-1,NW,1.79,0,0
2015-02-05T09:00:00Z,Winter,US_Post,16,-14,31,1035,1,cv,0.89,0,0
2015-02-05T10:00:00Z,Winter,US_Post,15,-15,23,1035,4,NW,3.13,0,0
2015-02-05T11:00:00Z,Winter,US_Post,13,-14,23,1034,5,NW,8.05,0,0
2015-02-05T12:00:00Z,Winter,US_Post,15,-15,20,1033,6,NW,12.97,0,0
2015-02-05T13:00:00Z,Winter,US_Post,24,-14,20,1031,7,NW,18.78,0,0
2015-02-05T14:00:00Z,Winter,US_Post,29,-14,19,1030,8,NW,24.59,0,0
2015-02-05T15:00:00Z,Winter,US_Post,28,-14,18,1029,9,NW,30.4,0,0
2015-02-05T16:00:00Z,Winter,US_Post,38,-14,19,1028,8,SE,4.92,0,0
2015-02-05T17:00:00Z,Winter,US_Post,46,-13,20,1028,8,SE,8.94,0,0
2015-02-05T18:00:00Z,Winter,US_Post,51,-13,24,1028,6,SE,12.96,0,0
2015-02-05T19:00:00Z,Winter,US_Post,58,-14,22,1028,6,SE,16.98,0,0
2015-02-05T20:00:00Z,Winter,US_Post,60,-13,24,1028,6,SE,21.9,0,0
2015-02-05T21:00:00Z,Winter,US_Post,65,-13,24,1028,6,SE,25.92,0,0
2015-02-05T22:00:00Z,Winter,US_Post,63,-13,25,1028,5,SE,29.94,0,0
2015-02-05T23:00:00Z,Winter,US_Post,60,-14,25,1027,4,NW,4.02,0,0
2015-02-06T00:00:00Z,Winter,US_Post,55,-12,46,1027,-2,NE,0.89,0,0
2015-02-06T01:00:00Z,Winter,US_Post,53,-12,49,1026,-3,SE,0.89,0,0
2015-02-06T02:00:00Z,Winter,US_Post,58,-12,53,1026,-4,cv,0.45,0,0
2015-02-06T03:00:00Z,Winter,US_Post,89,-13,57,1025,-6,NE,0.89,0,0
2015-02-06T04:00:00Z,Winter,US_Post,105,-12,53,1024,-4,NW,1.79,0,0
2015-02-06T05:00:00Z,Winter,US_Post,91,-13,53,1024,-5,NW,2.68,0,0
2015-02-06T06:00:00Z,Winter,US_Post,98,-13,57,1023,-6,NW,4.47,0,0
2015-02-06T07:00:00Z,Winter,US_Post,93,-13,53,1023,-5,NW,6.26,0,0
2015-02-06T08:00:00Z,Winter,US_Post,96,-13,49,1024,-4,NW,8.05,0,0
2015-02-06T09:00:00Z,Winter,US_Post,73,-13,34,1024,1,NW,9.84,0,0
2015-02-06T10:00:00Z,Winter,US_Post,45,-13,29,1024,3,NW,11.63,0,0
2015-02-06T11:00:00Z,Winter,US_Post,42,-13,22,1024,7,NW,13.42,0,0
2015-02-06T12:00:00Z,Winter,US_Post,34,-13,19,1022,9,NW,16.55,0,0
2015-02-06T13:00:00Z,Winter,US_Post,33,-14,16,1021,10,NW,19.68,0,0
2015-02-06T14:00:00Z,Winter,US_Post,36,-14,15,1020,11,NW,23.7,0,0
2015-02-06T15:00:00Z,Winter,US_Post,61,-15,14,1020,11,NW,27.72,0,0
2015-02-06T16:00:00Z,Winter,US_Post,93,-14,15,1019,11,NW,31.74,0,0
2015-02-06T17:00:00Z,Winter,US_Post,91,-12,19,1020,10,SE,4.02,0,0
2015-02-06T18:00:00Z,Winter,US_Post,108,-13,20,1020,8,cv,4.02,0,0
2015-02-06T19:00:00Z,Winter,US_Post,87,-13,22,1020,7,SE,3.13,0,0
2015-02-06T20:00:00Z,Winter,US_Post,90,-13,22,1021,7,SE,6.26,0,0
2015-02-06T21:00:00Z,Winter,US_Post,99,-13,31,1021,2,cv,0.89,0,0
2015-02-06T22:00:00Z,Winter,US_Post,86,-12,46,1022,-2,cv,1.78,0,0
2015-02-06T23:00:00Z,Winter,US_Post,49,-12,46,1023,-2,NW,1.79,0,0
2015-02-07T00:00:00Z,Winter,US_Post,24,-12,37,1023,1,NW,4.92,0,0
2015-02-07T01:00:00Z,Winter,US_Post,12,-12,39,1024,0,NW,8.94,0,0
2015-02-07T02:00:00Z,Winter,US_Post,7,-11,43,1024,0,NW,12.07,0,0
2015-02-07T03:00:00Z,Winter,US_Post,4,-12,39,1024,0,NE,4.02,0,0
2015-02-07T04:00:00Z,Winter,US_Post,5,-13,31,1025,2,NW,4.92,0,0
2015-02-07T05:00:00Z,Winter,US_Post,8,-13,36,1026,0,NW,9.84,0,0
2015-02-07T06:00:00Z,Winter,US_Post,7,-15,29,1027,1,NW,13.86,0,0
2015-02-07T07:00:00Z,Winter,US_Post,10,-15,29,1028,1,NW,17.88,0,0
2015-02-07T08:00:00Z,Winter,US_Post,8,-15,29,1029,1,NW,22.8,0,0
2015-02-07T09:00:00Z,Winter,US_Post,13,-16,24,1030,2,NW,27.72,0,0
2015-02-07T10:00:00Z,Winter,US_Post,15,-16,24,1031,2,NW,30.85,0,0
2015-02-07T11:00:00Z,Winter,US_Post,9,-16,24,1031,2,NE,4.92,0,0
2015-02-07T12:00:00Z,Winter,US_Post,8,-16,24,1031,2,NE,8.94,0,0
2015-02-07T13:00:00Z,Winter,US_Post,9,-17,24,1031,1,NE,12.96,0,0
2015-02-07T14:00:00Z,Winter,US_Post,12,-18,21,1031,2,NE,17.88,0,0
2015-02-07T15:00:00Z,Winter,US_Post,11,-19,18,1031,3,NE,21.9,0,0
2015-02-07T16:00:00Z,Winter,US_Post,6,-20,16,1031,3,NE,25.92,0,0
2015-02-07T17:00:00Z,Winter,US_Post,5,-26,10,1032,2,NW,8.94,0,0
2015-02-07T18:00:00Z,Winter,US_Post,6,-26,12,1033,0,NW,17.88,0,0
2015-02-07T19:00:00Z,Winter,US_Post,9,-24,15,1035,-1,NW,27.71,0,0
2015-02-07T20:00:00Z,Winter,US_Post,7,-25,15,1036,-2,NW,36.65,0,0
2015-02-07T21:00:00Z,Winter,US_Post,7,-25,16,1037,-3,NW,46.48,0,0
2015-02-07T22:00:00Z,Winter,US_Post,6,-25,17,1037,-4,NW,55.42,0,0
2015-02-07T23:00:00Z,Winter,US_Post,7,-24,19,1037,-4,NW,63.47,0,0
2015-02-08T00:00:00Z,Winter,US_Post,6,-24,22,1038,-6,NW,68.39,0,0
2015-02-08T01:00:00Z,Winter,US_Post,4,-25,22,1038,-7,NE,4.02,0,0
2015-02-08T02:00:00Z,Winter,US_Post,5,-25,24,1039,-8,NE,7.15,0,0
2015-02-08T03:00:00Z,Winter,US_Post,10,-25,24,1039,-8,NE,11.17,0,0
2015-02-08T04:00:00Z,Winter,US_Post,9,-26,22,1038,-8,NE,15.19,0,0
2015-02-08T05:00:00Z,Winter,US_Post,13,-26,25,1038,-10,NW,1.79,0,0
2015-02-08T06:00:00Z,Winter,US_Post,10,-26,30,1038,-12,NW,4.92,0,0
2015-02-08T07:00:00Z,Winter,US_Post,13,-26,27,1038,-11,NW,8.05,0,0
2015-02-08T08:00:00Z,Winter,US_Post,13,-24,28,1039,-9,NE,1.79,0,0
2015-02-08T09:00:00Z,Winter,US_Post,14,-25,20,1039,-6,NE,4.92,0,0
2015-02-08T10:00:00Z,Winter,US_Post,11,-24,18,1039,-3,NW,3.13,0,0
2015-02-08T11:00:00Z,Winter,US_Post,12,-24,15,1039,-1,NW,4.92,0,0
2015-02-08T12:00:00Z,Winter,US_Post,8,-25,15,1037,-2,cv,1.79,0,0
2015-02-08T13:00:00Z,Winter,US_Post,11,-27,11,1036,0,cv,3.58,0,0
2015-02-08T14:00:00Z,Winter,US_Post,15,-27,10,1034,1,cv,4.47,0,0
2015-02-08T15:00:00Z,Winter,US_Post,15,-27,10,1033,1,cv,5.36,0,0
2015-02-08T16:00:00Z,Winter,US_Post,30,-27,10,1033,1,SE,1.79,0,0
2015-02-08T17:00:00Z,Winter,US_Post,37,-27,10,1033,1,SE,3.58,0,0
2015-02-08T18:00:00Z,Winter,US_Post,54,-25,13,1033,0,SE,6.71,0,0
2015-02-08T19:00:00Z,Winter,US_Post,67,-22,18,1033,-1,SE,9.84,0,0
2015-02-08T20:00:00Z,Winter,US_Post,70,-21,18,1033,0,SE,11.63,0,0
2015-02-08T21:00:00Z,Winter,US_Post,72,-20,25,1033,-3,SE,12.52,0,0
2015-02-08T22:00:00Z,Winter,US_Post,93,-20,27,1033,-4,SE,14.31,0,0
2015-02-08T23:00:00Z,Winter,US_Post,109,-19,30,1033,-4,SE,16.1,0,0
2015-02-09T00:00:00Z,Winter,US_Post,119,-19,37,1033,-7,SE,17.89,0,0
2015-02-09T01:00:00Z,Winter,US_Post,124,-18,41,1032,-7,SE,19.68,0,0
2015-02-09T02:00:00Z,Winter,US_Post,127,-18,44,1032,-8,SE,20.57,0,0
2015-02-09T03:00:00Z,Winter,US_Post,113,-19,47,1032,-10,NW,0.89,0,0
2015-02-09T04:00:00Z,Winter,US_Post,104,-19,51,1032,-11,NW,2.68,0,0
2015-02-09T05:00:00Z,Winter,US_Post,119,-18,51,1031,-10,cv,0.89,0,0
2015-02-09T06:00:00Z,Winter,US_Post,96,-20,47,1031,-11,NW,1.79,0,0
2015-02-09T07:00:00Z,Winter,US_Post,84,-20,47,1031,-11,NW,3.58,0,0
2015-02-09T08:00:00Z,Winter,US_Post,67,-20,40,1031,-9,NW,5.37,0,0
2015-02-09T09:00:00Z,Winter,US_Post,66,-19,32,1031,-5,NW,7.16,0,0
2015-02-09T10:00:00Z,Winter,US_Post,81,-19,25,1031,-2,NW,10.29,0,0
2015-02-09T11:00:00Z,Winter,US_Post,82,-21,18,1030,0,NW,13.42,0,0
2015-02-09T12:00:00Z,Winter,US_Post,78,-21,16,1029,2,NW,15.21,0,0
2015-02-09T13:00:00Z,Winter,US_Post,82,-22,12,1027,4,cv,0.89,0,0
2015-02-09T14:00:00Z,Winter,US_Post,74,-20,14,1026,5,cv,2.68,0,0
2015-02-09T15:00:00Z,Winter,US_Post,116,-20,13,1025,6,SE,3.13,0,0
2015-02-09T16:00:00Z,Winter,US_Post,146,-19,14,1024,6,SE,6.26,0,0
2015-02-09T17:00:00Z,Winter,US_Post,134,-19,15,1024,5,SE,11.18,0,0
2015-02-09T18:00:00Z,Winter,US_Post,155,-18,17,1023,5,SE,14.31,0,0
2015-02-09T19:00:00Z,Winter,US_Post,182,-17,18,1023,5,SE,16.1,0,0
2015-02-09T20:00:00Z,Winter,US_Post,176,-15,33,1023,-1,cv,0.89,0,0
2015-02-09T21:00:00Z,Winter,US_Post,165,-15,39,1022,-3,cv,1.78,0,0
2015-02-09T22:00:00Z,Winter,US_Post,175,-14,49,1022,-5,NE,0.89,0,0
2015-02-09T23:00:00Z,Winter,US_Post,188,-15,48,1021,-6,NE,2.68,0,0
2015-02-10T00:00:00Z,Winter,US_Post,213,-14,49,1021,-5,NW,1.79,0,0
2015-02-10T01:00:00Z,Winter,US_Post,214,-16,48,1021,-7,NW,4.92,0,0
2015-02-10T02:00:00Z,Winter,US_Post,166,-16,41,1020,-5,NW,6.71,0,0
2015-02-10T03:00:00Z,Winter,US_Post,136,-17,44,1019,-7,NW,9.84,0,0
2015-02-10T04:00:00Z,Winter,US_Post,113,-17,35,1019,-4,NW,13.86,0,0
2015-02-10T05:00:00Z,Winter,US_Post,125,-17,41,1018,-6,NW,16.99,0,0
2015-02-10T06:00:00Z,Winter,US_Post,136,-17,44,1018,-7,NW,20.12,0,0
2015-02-10T07:00:00Z,Winter,US_Post,186,-16,45,1018,-6,NW,23.25,0,0
2015-02-10T08:00:00Z,Winter,US_Post,122,-16,35,1018,-3,NW,26.38,0,0
2015-02-10T09:00:00Z,Winter,US_Post,97,-16,28,1018,0,NW,29.51,0,0
2015-02-10T10:00:00Z,Winter,US_Post,91,-17,19,1018,4,NW,31.3,0,0
2015-02-10T11:00:00Z,Winter,US_Post,78,-16,18,1017,6,cv,0.89,0,0
2015-02-10T12:00:00Z,Winter,US_Post,86,-16,15,1016,9,SE,1.79,0,0
2015-02-10T13:00:00Z,Winter,US_Post,83,-16,12,1015,12,NW,1.79,0,0
2015-02-10T14:00:00Z,Winter,US_Post,73,-16,11,1014,13,SE,3.13,0,0
2015-02-10T15:00:00Z,Winter,US_Post,82,-16,12,1013,12,SE,4.92,0,0
2015-02-10T16:00:00Z,Winter,US_Post,86,-16,12,1012,12,SE,8.05,0,0
2015-02-10T17:00:00Z,Winter,US_Post,105,-16,12,1012,12,SE,11.18,0,0
2015-02-10T18:00:00Z,Winter,US_Post,170,-16,15,1013,9,SE,12.97,0,0
2015-02-10T19:00:00Z,Winter,US_Post,177,-15,23,1013,4,SE,13.86,0,0
2015-02-10T20:00:00Z,Winter,US_Post,179,-14,31,1014,1,NE,1.79,0,0
2015-02-10T21:00:00Z,Winter,US_Post,186,-13,36,1014,0,NE,3.58,0,0
2015-02-10T22:00:00Z,Winter,US_Post,178,-14,33,1015,0,cv,0.89,0,0
2015-02-10T23:00:00Z,Winter,US_Post,71,-16,24,1015,2,NW,1.79,0,0
2015-02-11T00:00:00Z,Winter,US_Post,52,-13,39,1015,-1,NW,5.81,0,0
2015-02-11T01:00:00Z,Winter,US_Post,123,-14,29,1016,2,SE,1.79,0,0
2015-02-11T02:00:00Z,Winter,US_Post,190,-11,46,1016,-1,SE,3.58,0,0
2015-02-11T03:00:00Z,Winter,US_Post,183,-10,54,1016,-2,cv,0.89,0,0
2015-02-11T04:00:00Z,Winter,US_Post,137,-12,49,1016,-3,NW,1.79,0,0
2015-02-11T05:00:00Z,Winter,US_Post,54,-13,34,1016,1,NE,3.13,0,0
2015-02-11T06:00:00Z,Winter,US_Post,23,-15,29,1016,1,NE,6.26,0,0
2015-02-11T07:00:00Z,Winter,US_Post,25,-15,29,1017,1,NE,11.18,0,0
2015-02-11T08:00:00Z,Winter,US_Post,26,-15,29,1018,1,NE,15.2,0,0
2015-02-11T09:00:00Z,Winter,US_Post,27,-14,27,1019,3,NE,18.33,0,0
2015-02-11T10:00:00Z,Winter,US_Post,21,-14,23,1019,5,NE,22.35,0,0
2015-02-11T14:00:00Z,Winter,US_Post,24,-15,17,1015,8,NE,3.13,0,0
2015-02-11T15:00:00Z,Winter,US_Post,20,-16,15,1015,9,cv,0.89,0,0
2015-02-11T16:00:00Z,Winter,US_Post,16,-15,16,1015,9,cv,1.78,0,0
2015-02-11T17:00:00Z,Winter,US_Post,15,-15,17,1015,8,SE,1.79,0,0
2015-02-11T18:00:00Z,Winter,US_Post,16,-16,20,1016,5,cv,0.89,0,0
2015-02-11T19:00:00Z,Winter,US_Post,9,-16,18,1017,6,NW,4.02,0,0
2015-02-11T20:00:00Z,Winter,US_Post,11,-15,25,1018,3,NE,3.13,0,0
2015-02-11T21:00:00Z,Winter,US_Post,9,-17,22,1019,2,NW,4.02,0,0
2015-02-11T22:00:00Z,Winter,US_Post,13,-15,25,1019,3,NW,8.94,0,0
2015-02-11T23:00:00Z,Winter,US_Post,10,-14,27,1020,3,NW,13.86,0,0
2015-02-12T00:00:00Z,Winter,US_Post,14,-14,27,1020,3,NW,15.65,0,0
2015-02-12T01:00:00Z,Winter,US_Post,20,-13,42,1020,-2,NW,17.44,0,0
2015-02-12T02:00:00Z,Winter,US_Post,23,-12,49,1020,-3,cv,0.45,0,0
2015-02-12T03:00:00Z,Winter,US_Post,21,-13,45,1020,-3,NE,1.79,0,0
2015-02-12T04:00:00Z,Winter,US_Post,20,-13,42,1019,-2,NE,3.58,0,0
2015-02-12T05:00:00Z,Winter,US_Post,20,-13,53,1020,-5,NE,5.37,0,0
2015-02-12T06:00:00Z,Winter,US_Post,26,-13,49,1020,-4,NW,3.13,0,0
2015-02-12T07:00:00Z,Winter,US_Post,24,-12,49,1020,-3,NE,1.79,0,0
2015-02-12T08:00:00Z,Winter,US_Post,18,-12,42,1021,-1,NW,1.79,0,0
2015-02-12T09:00:00Z,Winter,US_Post,24,-13,31,1022,2,cv,0.89,0,0
2015-02-12T10:00:00Z,Winter,US_Post,30,-13,27,1022,4,cv,1.78,0,0
2015-02-12T11:00:00Z,Winter,US_Post,27,-13,27,1022,4,SE,1.79,0,0
2015-02-12T12:00:00Z,Winter,US_Post,29,-13,24,1021,6,SE,4.92,0,0
2015-02-12T13:00:00Z,Winter,US_Post,35,-14,22,1020,6,cv,0.89,0,0
2015-02-12T14:00:00Z,Winter,US_Post,30,-13,24,1019,6,SE,3.13,0,0
2015-02-12T15:00:00Z,Winter,US_Post,34,-14,22,1019,6,cv,1.79,0,0
2015-02-12T16:00:00Z,Winter,US_Post,27,-13,24,1018,6,SE,3.13,0,0
2015-02-12T17:00:00Z,Winter,US_Post,28,-13,25,1018,5,SE,4.92,0,0
2015-02-12T18:00:00Z,Winter,US_Post,40,-13,27,1018,4,SE,6.71,0,0
2015-02-12T19:00:00Z,Winter,US_Post,53,-14,29,1019,2,cv,0.89,0,0
2015-02-12T20:00:00Z,Winter,US_Post,73,-13,31,1020,2,SE,3.13,0,0
2015-02-12T21:00:00Z,Winter,US_Post,75,-10,43,1020,1,SE,7.15,0,0
2015-02-12T22:00:00Z,Winter,US_Post,88,-10,46,1020,0,SE,10.28,0,0
2015-02-12T23:00:00Z,Winter,US_Post,73,-9,54,1020,-1,SE,12.07,0,0
2015-02-13T00:00:00Z,Winter,US_Post,61,-9,63,1020,-3,cv,0.89,0,0
2015-02-13T01:00:00Z,Winter,US_Post,68,-9,68,1020,-4,cv,1.78,0,0
2015-02-13T02:00:00Z,Winter,US_Post,94,-9,73,1020,-5,NE,1.79,0,0
2015-02-13T03:00:00Z,Winter,US_Post,111,-9,79,1019,-6,NE,2.68,0,0
2015-02-13T04:00:00Z,Winter,US_Post,96,-10,73,1019,-6,NE,3.57,0,0
2015-02-13T05:00:00Z,Winter,US_Post,98,-10,73,1019,-6,NE,4.46,0,0
2015-02-13T06:00:00Z,Winter,US_Post,95,-11,78,1019,-8,NW,0.89,0,0
2015-02-13T07:00:00Z,Winter,US_Post,109,-11,78,1019,-8,NW,1.78,0,0
2015-02-13T08:00:00Z,Winter,US_Post,96,-11,78,1020,-8,NE,0.89,0,0
2015-02-13T09:00:00Z,Winter,US_Post,87,-9,58,1020,-2,cv,0.89,0,0
2015-02-13T11:00:00Z,Winter,US_Post,111,-10,37,1019,3,cv,2.67,0,0
2015-02-13T12:00:00Z,Winter,US_Post,130,-10,32,1018,5,cv,3.56,0,0
2015-02-13T13:00:00Z,Winter,US_Post,126,-10,30,1017,6,cv,4.45,0,0
2015-02-13T14:00:00Z,Winter,US_Post,120,-9,30,1015,7,SE,1.79,0,0
2015-02-13T15:00:00Z,Winter,US_Post,127,-10,24,1015,9,SE,4.92,0,0
2015-02-13T16:00:00Z,Winter,US_Post,122,-10,24,1014,9,SE,6.71,0,0
2015-02-13T17:00:00Z,Winter,US_Post,170,-10,28,1014,7,SE,8.5,0,0
2015-02-13T18:00:00Z,Winter,US_Post,205,-10,32,1014,5,SE,9.39,0,0
2015-02-13T19:00:00Z,Winter,US_Post,231,-10,37,1015,3,cv,0.89,0,0
2015-02-13T20:00:00Z,Winter,US_Post,253,-10,46,1015,0,SE,1.79,0,0
2015-02-13T21:00:00Z,Winter,US_Post,282,-10,40,1015,2,cv,0.89,0,0
2015-02-13T22:00:00Z,Winter,US_Post,291,-10,43,1015,1,SE,1.79,0,0
2015-02-13T23:00:00Z,Winter,US_Post,317,-9,50,1014,0,SE,3.58,0,0
2015-02-14T00:00:00Z,Winter,US_Post,313,-10,58,1014,-3,NW,1.79,0,0
2015-02-14T01:00:00Z,Winter,US_Post,281,-10,58,1013,-3,cv,0.89,0,0
2015-02-14T02:00:00Z,Winter,US_Post,247,-10,62,1013,-4,NW,0.89,0,0
2015-02-14T03:00:00Z,Winter,US_Post,215,-10,67,1013,-5,NW,2.68,0,0
2015-02-14T04:00:00Z,Winter,US_Post,215,-11,58,1012,-4,NW,3.57,0,0
2015-02-14T05:00:00Z,Winter,US_Post,221,-10,73,1012,-6,NW,5.36,0,0
2015-02-14T06:00:00Z,Winter,US_Post,203,-10,67,1012,-5,cv,0.89,0,0
2015-02-14T07:00:00Z,Winter,US_Post,218,-9,73,1012,-5,cv,1.78,0,0
2015-02-14T08:00:00Z,Winter,US_Post,218,-10,73,1012,-6,NE,0.89,0,0
2015-02-14T09:00:00Z,Winter,US_Post,227,-9,50,1012,0,NE,2.68,0,0
2015-02-14T10:00:00Z,Winter,US_Post,227,-8,41,1012,4,SE,1.79,0,0
2015-02-14T11:00:00Z,Winter,US_Post,231,-8,38,1012,5,SE,3.58,0,0
2015-02-14T12:00:00Z,Winter,US_Post,230,-8,33,1012,7,SE,5.37,0,0
2015-02-14T13:00:00Z,Winter,US_Post,239,-8,29,1011,9,cv,0.89,0,0
2015-02-14T14:00:00Z,Winter,US_Post,253,-7,29,1011,10,SE,1.79,0,0
2015-02-14T15:00:00Z,Winter,US_Post,258,-7,27,1011,11,cv,0.89,0,0
2015-02-14T16:00:00Z,Winter,US_Post,268,-7,27,1011,11,cv,1.78,0,0
2015-02-14T17:00:00Z,Winter,US_Post,283,-7,31,1011,9,SE,0.89,0,0
2015-02-14T18:00:00Z,Winter,US_Post,290,-8,35,1012,6,cv,0.89,0,0
2015-02-14T19:00:00Z,Winter,US_Post,315,-8,44,1012,3,SE,0.89,0,0
2015-02-14T20:00:00Z,Winter,US_Post,348,-7,55,1013,1,cv,0.89,0,0
2015-02-14T21:00:00Z,Winter,US_Post,380,-7,59,1014,0,NE,0.89,0,0
2015-02-14T22:00:00Z,Winter,US_Post,388,-8,50,1015,1,cv,0.89,0,0
2015-02-14T23:00:00Z,Winter,US_Post,376,-7,59,1016,0,cv,1.34,0,0
2015-02-15T00:00:00Z,Winter,US_Post,394,-8,63,1016,-2,NW,1.79,0,0
2015-02-15T01:00:00Z,Winter,US_Post,345,-8,58,1017,-1,NW,3.58,0,0
2015-02-15T02:00:00Z,Winter,US_Post,329,-9,50,1017,0,cv,0.89,0,0
2015-02-15T03:00:00Z,Winter,US_Post,309,-8,58,1018,-1,cv,1.78,0,0
2015-02-15T04:00:00Z,Winter,US_Post,325,-8,58,1018,-1,cv,2.67,0,0
2015-02-15T05:00:00Z,Winter,US_Post,348,-9,63,1018,-3,NE,0.89,0,0
2015-02-15T06:00:00Z,Winter,US_Post,359,-9,68,1018,-4,NW,1.79,0,0
2015-02-15T07:00:00Z,Winter,US_Post,373,-8,73,1018,-4,NW,3.58,0,0
2015-02-15T08:00:00Z,Winter,US_Post,336,-8,58,1019,-1,NW,4.47,0,0
2015-02-15T09:00:00Z,Winter,US_Post,302,-8,54,1020,0,NW,6.26,0,0
2015-02-15T10:00:00Z,Winter,US_Post,286,-10,35,1020,4,NW,9.39,0,0
2015-02-15T11:00:00Z,Winter,US_Post,276,-10,32,1020,5,NW,11.18,0,0
2015-02-15T12:00:00Z,Winter,US_Post,220,-9,30,1019,7,NW,12.97,0,0
2015-02-15T13:00:00Z,Winter,US_Post,289,-9,30,1018,7,cv,0.89,0,0
2015-02-15T14:00:00Z,Winter,US_Post,308,-10,26,1018,8,cv,1.78,0,0
2015-02-15T15:00:00Z,Winter,US_Post,293,-10,26,1017,8,SE,1.79,0,0
2015-02-15T16:00:00Z,Winter,US_Post,297,-6,36,1018,8,SE,4.92,0,0
2015-02-15T17:00:00Z,Winter,US_Post,307,-5,42,1018,7,SE,6.71,0,0
2015-02-15T18:00:00Z,Winter,US_Post,262,-6,41,1018,6,SE,8.5,0,0
2015-02-15T19:00:00Z,Winter,US_Post,197,-7,38,1019,6,SE,12.52,0,0
2015-02-15T20:00:00Z,Winter,US_Post,177,-8,35,1019,6,SE,15.65,0,0
2015-02-15T21:00:00Z,Winter,US_Post,168,-8,38,1019,5,SE,19.67,0,0
2015-02-15T22:00:00Z,Winter,US_Post,169,-8,44,1020,3,SE,21.46,0,0
2015-02-15T23:00:00Z,Winter,US_Post,172,-8,44,1020,3,SE,23.25,0,0
2015-02-16T00:00:00Z,Winter,US_Post,195,-7,51,1020,2,SE,26.38,0,0
2015-02-16T01:00:00Z,Winter,US_Post,214,-6,63,1019,0,SE,28.17,0,0
2015-02-16T02:00:00Z,Winter,US_Post,240,-7,63,1019,-1,SE,29.96,0,0
2015-02-16T03:00:00Z,Winter,US_Post,252,-7,68,1019,-2,cv,0.89,0,0
2015-02-16T04:00:00Z,Winter,US_Post,256,-7,68,1018,-2,cv,1.78,0,0
2015-02-16T05:00:00Z,Winter,US_Post,241,-8,73,1018,-4,cv,2.67,0,0
2015-02-16T06:00:00Z,Winter,US_Post,250,-7,79,1018,-4,SE,0.89,0,0
2015-02-16T07:00:00Z,Winter,US_Post,249,-7,85,1018,-5,NW,1.79,0,0
2015-02-16T08:00:00Z,Winter,US_Post,246,-7,79,1019,-4,NE,1.79,0,0
2015-02-16T09:00:00Z,Winter,US_Post,204,-6,55,1019,2,cv,0.45,0,0
2015-02-16T10:00:00Z,Winter,US_Post,45,-6,41,1019,6,NW,1.79,0,0
2015-02-16T11:00:00Z,Winter,US_Post,22,-13,18,1018,10,NW,8.94,0,0
2015-02-16T12:00:00Z,Winter,US_Post,22,-13,18,1017,10,NW,17.88,0,0
2015-02-16T13:00:00Z,Winter,US_Post,17,-12,18,1016,11,NW,25.93,0,0
2015-02-16T14:00:00Z,Winter,US_Post,17,-11,18,1016,12,NW,34.87,0,0
2015-02-16T15:00:00Z,Winter,US_Post,13,-12,17,1016,12,NW,43.81,0,0
2015-02-16T16:00:00Z,Winter,US_Post,16,-13,16,1016,12,NW,53.64,0,0
2015-02-16T17:00:00Z,Winter,US_Post,16,-14,15,1017,11,NW,62.58,0,0
2015-02-16T18:00:00Z,Winter,US_Post,21,-13,20,1018,8,NW,69.73,0,0
2015-02-16T19:00:00Z,Winter,US_Post,26,-14,19,1018,8,NW,74.65,0,0
2015-02-16T20:00:00Z,Winter,US_Post,23,-14,19,1019,8,NE,4.92,0,0
2015-02-16T21:00:00Z,Winter,US_Post,26,-13,22,1020,7,NE,9.84,0,0
2015-02-16T22:00:00Z,Winter,US_Post,22,-12,26,1020,6,NE,13.86,0,0
2015-02-16T23:00:00Z,Winter,US_Post,28,-12,27,1020,5,NE,17.88,0,0
2015-02-17T00:00:00Z,Winter,US_Post,17,-12,27,1021,5,NE,21.01,0,0
2015-02-17T01:00:00Z,Winter,US_Post,20,-11,32,1021,4,NE,25.03,0,0
2015-02-17T02:00:00Z,Winter,US_Post,18,-11,34,1021,3,NE,29.05,0,0
2015-02-17T03:00:00Z,Winter,US_Post,14,-11,34,1021,3,NE,33.97,0,0
2015-02-17T04:00:00Z,Winter,US_Post,17,-12,34,1021,2,NE,38.89,0,0
2015-02-17T05:00:00Z,Winter,US_Post,16,-12,34,1022,2,NE,43.81,0,0
2015-02-17T06:00:00Z,Winter,US_Post,19,-11,37,1022,2,NE,48.73,0,0
2015-02-17T07:00:00Z,Winter,US_Post,23,-11,37,1023,2,NE,53.65,0,0
